SensorID,StartTime,EndTime,Day
BanhoLamp,6558,6624,1
BanhoLamp,13492,13667,1
BanhoLamp,14352,14470,1
BanhoLamp,19570,19609,1
BanhoLamp,24422,24423,1
BanhoLamp,31610,31764,1
BanhoLamp,40581,40828,1
BanhoLamp,41760,41876,1
BanhoLamp,44473,44663,1
BanhoLamp,46223,46871,1
BanhoLamp,54974,56969,1
BanhoLamp,56223,56969,1
BanhoLamp,71468,71533,1
BanhoLamp,78562,79207,1
BanhoLamp,79277,79290,1
BanhoLamp,79335,79370,1
BanhoLamp,7222,7326,2
BanhoLamp,7394,8249,2
BanhoLamp,8986,9100,2
BanhoLamp,8988,9100,2
BanhoLamp,9182,9189,2
BanhoLamp,14184,14250,2
BanhoLamp,18860,18914,2
BanhoLamp,19149,19391,2
BanhoLamp,22335,22528,2
BanhoLamp,22780,22830,2
BanhoLamp,23935,24017,2
BanhoLamp,31769,31835,2
BanhoLamp,45754,45814,2
BanhoLamp,49268,49410,2
BanhoLamp,49432,49528,2
BanhoLamp,52182,53236,2
BanhoLamp,53832,53906,2
BanhoLamp,56121,56944,2
BanhoLamp,57758,58079,2
BanhoLamp,58670,58736,2
BanhoLamp,59358,59512,2
BanhoLamp,72352,72404,2
BanhoLamp,76259,76319,2
BanhoLamp,78356,78490,2
BanhoLamp,78989,79718,2
BanhoLamp,82679,82764,2
BanhoLamp,83353,83411,2
BanhoLamp,84990,85160,2
BanhoLamp,86035,86185,2
BanhoLamp,9340,9387,3
BanhoLamp,9446,9536,3
BanhoLamp,9611,9703,3
BanhoLamp,13434,14090,3
BanhoLamp,14418,14425,3
BanhoLamp,22945,23119,3
BanhoLamp,23302,23372,3
BanhoLamp,51279,51337,3
BanhoLamp,51674,51776,3
BanhoLamp,52343,52425,3
BanhoLamp,53097,53100,3
BanhoLamp,53520,53750,3
BanhoLamp,57992,57993,3
BanhoLamp,63170,63436,3
BanhoLamp,63589,63831,3
BanhoLamp,73116,73193,3
BanhoLamp,76078,76794,3
BanhoLamp,77225,77239,3
BanhoLamp,2248,2415,4
BanhoLamp,3064,3188,4
BanhoLamp,5804,6366,4
BanhoLamp,6479,6531,4
BanhoLamp,6537,6569,4
BanhoLamp,6908,6975,4
BanhoLamp,6990,7071,4
BanhoLamp,8204,8256,4
BanhoLamp,10147,10193,4
BanhoLamp,13477,14281,4
BanhoLamp,13886,14281,4
BanhoLamp,14236,14281,4
BanhoLamp,18487,18548,4
BanhoLamp,22647,22736,4
BanhoLamp,31291,31375,4
BanhoLamp,34735,34885,4
BanhoLamp,35954,36037,4
BanhoLamp,37432,37630,4
BanhoLamp,37936,37995,4
BanhoLamp,39051,39191,4
BanhoLamp,41407,41469,4
BanhoLamp,42741,43024,4
BanhoLamp,44098,44247,4
BanhoLamp,45783,45847,4
BanhoLamp,48581,48672,4
BanhoLamp,54884,55056,4
BanhoLamp,59010,59245,4
BanhoLamp,59277,59423,4
BanhoLamp,66521,66683,4
BanhoLamp,66961,67167,4
BanhoLamp,72316,72993,4
BanhoLamp,78110,78188,4
BanhoLamp,79708,79768,4
BanhoLamp,80301,81629,4
BanhoLamp,81656,81716,4
BanhoLamp,84654,84795,4
BanhoLamp,85421,86016,4
BanhoLamp,86153,86180,4
BanhoLamp,1028,1151,5
BanhoLamp,3765,3927,5
BanhoLamp,7781,9133,5
BanhoLamp,9100,9133,5
BanhoLamp,13485,13556,5
BanhoLamp,17538,17877,5
BanhoLamp,20991,21067,5
BanhoLamp,23960,24057,5
BanhoLamp,33448,33517,5
BanhoLamp,39744,40796,5
BanhoLamp,40698,40796,5
BanhoLamp,43518,43621,5
BanhoLamp,44237,44455,5
BanhoLamp,45759,45919,5
BanhoLamp,50449,50867,5
BanhoLamp,51533,51615,5
BanhoLamp,51949,52012,5
BanhoLamp,54124,54188,5
BanhoLamp,59586,60102,5
BanhoLamp,60067,60102,5
BanhoLamp,83581,84460,5
BanhoLamp,84314,84460,5
BanhoLamp,958,84460,5
BanhoLamp,18377,84460,5
BanhoLamp,34169,34239,6
BanhoLamp,76325,76494,7
BanhoLamp,76837,77822,7
BanhoLamp,84747,84776,7
BanhoLamp,1358,1708,8
BanhoLamp,2442,3846,8
BanhoLamp,4295,4431,8
BanhoLamp,4937,5238,8
BanhoLamp,6126,8726,8
BanhoLamp,6128,8726,8
BanhoLamp,9284,9385,8
BanhoLamp,9286,9385,8
BanhoLamp,9656,9732,8
BanhoLamp,10772,10947,8
BanhoLamp,16274,16382,8
BanhoLamp,16833,16994,8
BanhoLamp,19271,19332,8
BanhoLamp,20615,20733,8
BanhoLamp,20617,20733,8
BanhoLamp,25310,25388,8
BanhoLamp,40568,42003,8
BanhoLamp,43149,43268,8
BanhoLamp,44828,45435,8
BanhoLamp,45851,46076,8
BanhoLamp,46997,47064,8
BanhoLamp,51216,51566,8
BanhoLamp,52802,52931,8
BanhoLamp,52973,53020,8
BanhoLamp,54547,55280,8
BanhoLamp,71729,72671,8
BanhoLamp,74041,76190,8
BanhoLamp,77950,78022,8
BanhoLamp,78402,78572,8
BanhoLamp,78591,78593,8
BanhoLamp,82848,82960,8
BanhoLamp,84173,84238,8
BanhoLamp,85839,86391,8
BanhoLamp,5930,6412,9
BanhoLamp,7158,7313,9
BanhoLamp,8252,8398,9
BanhoLamp,10195,10272,9
BanhoLamp,11218,11273,9
BanhoLamp,11749,11890,9
BanhoLamp,14714,14799,9
BanhoLamp,17207,17313,9
BanhoLamp,31915,32000,9
BanhoLamp,44929,45251,9
BanhoLamp,45872,46053,9
BanhoLamp,46557,46887,9
BanhoLamp,46912,46975,9
BanhoLamp,51070,52297,9
BanhoLamp,52435,52481,9
BanhoLamp,52626,54875,9
BanhoLamp,55753,56300,9
BanhoLamp,56985,57170,9
BanhoLamp,57282,57364,9
BanhoLamp,57367,57513,9
BanhoLamp,58074,58205,9
BanhoLamp,62619,62744,9
BanhoLamp,63452,63500,9
BanhoLamp,72505,73135,9
BanhoLamp,73136,73137,9
BanhoLamp,83509,83563,9
BanhoLamp,85338,85356,9
BanhoLamp,3546,3597,10
BanhoLamp,8641,8712,10
BanhoLamp,8745,8994,10
BanhoLamp,11293,11446,10
BanhoLamp,12246,13366,10
BanhoLamp,13704,14274,10
BanhoLamp,14460,14812,10
BanhoLamp,19353,19451,10
BanhoLamp,27730,27807,10
BanhoLamp,33913,34092,10
BanhoLamp,47251,47471,10
BanhoLamp,47612,47712,10
BanhoLamp,49353,49424,10
BanhoLamp,49835,54559,10
BanhoLamp,56160,56666,10
BanhoLamp,56776,56927,10
BanhoLamp,57212,57353,10
BanhoLamp,64107,64155,10
BanhoLamp,70738,70787,10
BanhoLamp,77127,77599,10
BanhoLamp,81306,81379,10
BanhoLamp,83587,83642,10
BanhoLamp,1409,1498,11
BanhoLamp,5924,5984,11
BanhoLamp,6034,6273,11
BanhoLamp,6499,7154,11
BanhoLamp,15361,15513,11
BanhoLamp,15596,15818,11
BanhoLamp,17261,17321,11
BanhoLamp,21470,21542,11
BanhoLamp,26001,26068,11
BanhoLamp,49660,50025,11
BanhoLamp,52285,52681,11
BanhoLamp,53291,55546,11
BanhoLamp,55567,55614,11
BanhoLamp,57148,57149,11
BanhoLamp,57614,57677,11
BanhoLamp,73892,74423,11
BanhoLamp,74590,74612,11
BanhoLamp,83582,83644,11
BanhoLamp,84439,84462,11
BanhoLamp,138,728,12
BanhoLamp,953,1122,12
BanhoLamp,2529,2540,12
BanhoLamp,6840,6900,12
BanhoLamp,10206,10567,12
BanhoLamp,10905,11573,12
BanhoLamp,10907,11573,12
BanhoLamp,12680,12777,12
BanhoLamp,12808,12926,12
BanhoLamp,18370,18484,12
BanhoLamp,18562,18798,12
BanhoLamp,31443,31509,12
BanhoLamp,31445,31509,12
BanhoLamp,33124,33131,12
BanhoLamp,45090,45362,12
BanhoLamp,49212,49328,12
BanhoLamp,50831,54904,12
BanhoLamp,55117,55524,12
BanhoLamp,56497,66330,12
BanhoLamp,58042,66330,12
BanhoLamp,65848,66330,12
BanhoLamp,75069,75581,12
BanhoLamp,79989,80045,12
BanhoLamp,83540,83552,12
BanhoLamp,84098,84126,12
BanhoLamp,2115,2346,13
BanhoLamp,5259,5352,13
BanhoLamp,6435,6580,13
BanhoLamp,14705,14951,13
BanhoLamp,15159,15211,13
BanhoLamp,20056,20177,13
BanhoLamp,20255,20261,13
BanhoLamp,20262,20270,13
BanhoLamp,32696,32770,13
BanhoLamp,40588,40698,13
BanhoLamp,41635,41924,13
BanhoLamp,42029,42115,13
BanhoLamp,42318,42493,13
BanhoLamp,42699,42849,13
BanhoLamp,42879,43206,13
BanhoLamp,49818,50625,13
BanhoLamp,50747,50806,13
BanhoLamp,51191,51253,13
BanhoLamp,52320,54517,13
BanhoLamp,56176,56444,13
BanhoLamp,56927,57076,13
BanhoLamp,63319,63379,13
BanhoLamp,63321,63379,13
BanhoLamp,70239,70318,13
BanhoLamp,77039,77092,13
BanhoLamp,77994,78538,13
BanhoLamp,80991,81144,13
BanhoLamp,81587,81669,13
BanhoLamp,85690,85714,13
BanhoLamp,2269,2452,14
BanhoLamp,4223,4261,14
BanhoLamp,5618,10894,14
BanhoLamp,10804,10894,14
BanhoLamp,15045,15158,14
BanhoLamp,16696,17076,14
BanhoLamp,17327,18377,14
BanhoLamp,19270,19628,14
BanhoLamp,25225,25306,14
BanhoLamp,26056,26429,14
BanhoLamp,26539,26683,14
BanhoLamp,27126,27190,14
BanhoLamp,29239,29294,14
BanhoLamp,36837,36894,14
BanhoLamp,45078,45294,14
BanhoLamp,48729,48788,14
BanhoLamp,51738,54424,14
BanhoLamp,61148,61324,14
BanhoLamp,64043,64111,14
BanhoLamp,66011,66200,14
BanhoLamp,74737,74807,14
BanhoLamp,74739,74807,14
BanhoLamp,76352,77264,14
BanhoLamp,76355,77264,14
BanhoLamp,77267,77282,14
BanhoLamp,77409,77416,14
BanhoLamp,77903,77990,14
BanhoLamp,83077,83151,14
BanhoLamp,83661,83715,14
BanhoLamp,84254,84484,14
BanhoLamp,1598,3445,15
BanhoLamp,4613,4777,15
BanhoLamp,4778,5212,15
BanhoLamp,5326,5340,15
BanhoLamp,5869,5950,15
BanhoLamp,10001,10120,15
BanhoLamp,12076,13312,15
BanhoLamp,17157,17218,15
BanhoLamp,18161,18329,15
BanhoLamp,18163,18329,15
BanhoLamp,21141,21296,15
BanhoLamp,27150,27210,15
BanhoLamp,27911,28090,15
BanhoLamp,36047,36070,15
BanhoLamp,37683,37828,15
BanhoLamp,45596,45864,15
BanhoLamp,46152,46153,15
BanhoLamp,48351,50090,15
BanhoLamp,56410,56909,15
BanhoLamp,57219,57373,15
BanhoLamp,58370,58422,15
BanhoLamp,64195,64277,15
BanhoLamp,74262,74380,15
BanhoLamp,74450,75263,15
BanhoLamp,78884,79795,15
BanhoLamp,80944,80985,15
BanhoLamp,10134,10250,16
BanhoLamp,10439,11301,16
BanhoLamp,11516,11587,16
BanhoLamp,11519,11587,16
BanhoLamp,16077,16135,16
BanhoLamp,22972,23061,16
BanhoLamp,41744,41745,16
BanhoLamp,42788,43040,16
BanhoLamp,51262,53230,16
BanhoLamp,55377,55938,16
BanhoLamp,55379,55938,16
BanhoLamp,56044,56083,16
BanhoLamp,56725,56784,16
BanhoLamp,56862,56928,16
BanhoLamp,59201,59274,16
BanhoLamp,71715,71779,16
BanhoLamp,76937,77777,16
BanhoLamp,78531,79190,16
BanhoLamp,82646,82704,16
BanhoLamp,82843,82847,16
BanhoLamp,82981,83029,16
BanhoLamp,84127,84282,16
BanhoLamp,85266,85327,16
BanhoLamp,534,793,17
BanhoLamp,2751,2867,17
BanhoLamp,2865,2867,17
BanhoLamp,3518,3566,17
BanhoLamp,5953,7276,17
BanhoLamp,12844,13200,17
BanhoLamp,14708,14817,17
BanhoLamp,15343,15576,17
BanhoLamp,19770,20095,17
BanhoLamp,19772,20095,17
BanhoLamp,23638,23734,17
BanhoLamp,31668,31781,17
BanhoLamp,37700,37947,17
BanhoLamp,38687,39880,17
BanhoLamp,38690,39880,17
BanhoLamp,38692,39880,17
BanhoLamp,40320,40321,17
BanhoLamp,48658,48880,17
BanhoLamp,51426,51482,17
BanhoLamp,52716,53266,17
BanhoLamp,53534,55529,17
BanhoLamp,55709,55781,17
BanhoLamp,56189,56388,17
BanhoLamp,74715,74807,17
BanhoLamp,74717,74807,17
BanhoLamp,74902,75601,17
BanhoLamp,80386,80413,17
BanhoLamp,600,619,18
BanhoLamp,2716,2903,18
BanhoLamp,7494,8060,18
BanhoLamp,10762,10942,18
BanhoLamp,12470,12717,18
BanhoLamp,12783,12894,18
BanhoLamp,12957,13455,18
BanhoLamp,17004,17254,18
BanhoLamp,24000,24072,18
BanhoLamp,24488,24559,18
BanhoLamp,31078,31146,18
BanhoLamp,33587,33734,18
BanhoLamp,42216,43776,18
BanhoLamp,44364,44460,18
BanhoLamp,50351,50823,18
BanhoLamp,74517,74626,18
BanhoLamp,74668,74724,18
BanhoLamp,82474,82500,18
BanhoLamp,84441,84603,18
BanhoLamp,687,799,19
BanhoLamp,848,1505,19
BanhoLamp,4410,4524,19
BanhoLamp,6264,6832,19
BanhoLamp,10834,10884,19
BanhoLamp,12107,12327,19
BanhoLamp,14287,14777,19
BanhoLamp,15209,15479,19
BanhoLamp,20311,20407,19
BanhoLamp,28846,28957,19
BanhoLamp,36164,36817,19
BanhoLamp,40293,40454,19
BanhoLamp,40495,40528,19
BanhoLamp,40761,40914,19
BanhoLamp,41564,41598,19
BanhoLamp,41679,41983,19
BanhoLamp,42145,42189,19
BanhoLamp,44294,45063,19
BanhoLamp,45250,45252,19
BanhoLamp,52672,55241,19
BanhoLamp,57179,57356,19
BanhoLamp,68017,68093,19
BanhoLamp,71927,74297,19
BanhoLamp,78378,78506,19
BanhoLamp,78597,79095,19
BanhoLamp,79306,79313,19
BanhoLamp,82782,82884,19
BanhoLamp,84478,84507,19
BanhoLamp,2344,2420,20
BanhoLamp,2427,2433,20
BanhoLamp,2660,2824,20
BanhoLamp,3356,3447,20
BanhoLamp,3478,3704,20
BanhoLamp,3901,4877,20
BanhoLamp,9297,10147,20
BanhoLamp,13112,13203,20
BanhoLamp,14322,14545,20
BanhoLamp,16126,16543,20
BanhoLamp,17569,17711,20
BanhoLamp,31878,31972,20
BanhoLamp,44015,45989,20
BanhoLamp,46841,47383,20
BanhoLamp,49209,50659,20
BanhoLamp,51219,51370,20
BanhoLamp,52110,53589,20
BanhoLamp,57360,57454,20
BanhoLamp,57612,57704,20
BanhoLamp,67064,67118,20
BanhoLamp,71481,72006,20
BanhoLamp,83467,83547,20
BanhoLamp,84663,84819,20
BanhoLamp,84963,85393,20
BanhoLamp,6569,6710,21
BanhoLamp,10333,10760,21
BanhoLamp,12018,12121,21
BanhoLamp,13168,14646,21
BanhoLamp,16544,16704,21
BanhoLamp,18883,18939,21
BanhoLamp,19088,19316,21
BanhoLamp,19859,19936,21
BanhoLamp,26948,27023,21
BanhoLamp,35971,36253,21
BanhoLamp,41663,41699,21
BanhoLamp,42146,42325,21
BanhoLamp,44070,44301,21
BanhoLamp,48268,48635,21
BanhoLamp,50844,53357,21
BanhoLamp,53911,53956,21
BanhoLamp,55025,55120,21
BanhoLamp,55720,55783,21
BanhoLamp,56293,56318,21
BanhoLamp,57807,57884,21
BanhoLamp,58083,58184,21
BanhoLamp,58294,58357,21
BanhoLamp,60610,60780,21
BanhoLamp,66978,67071,21
BanhoLamp,68983,69038,21
BanhoLamp,69373,69417,21
BanhoLamp,76172,76219,21
BanhoLamp,76366,76430,21
BanhoLamp,78936,79508,21
BanhoLamp,81119,81129,21
BanhoLamp,84004,84854,21
BanhoLamp,5761,5879,22
BanhoLamp,7319,8336,22
BanhoLamp,8947,8962,22
BanhoLamp,8966,8975,22
BanhoLamp,11849,12000,22
BanhoLamp,17152,17262,22
BanhoLamp,23420,23466,22
BanhoLamp,26622,26699,22
BanhoLamp,32457,32778,22
BanhoLamp,33698,33831,22
BanhoLamp,34116,34201,22
BanhoLamp,34644,34781,22
BanhoLamp,34783,34810,22
BanhoLamp,36379,37081,22
BanhoLamp,37131,37191,22
BanhoLamp,37357,37405,22
BanhoLamp,44110,45248,22
BanhoLamp,50603,50854,22
BanhoLamp,50938,51245,22
BanhoLamp,59162,61663,22
BanhoLamp,62582,62642,22
BanhoLamp,62787,62871,22
BanhoLamp,63127,63207,22
BanhoLamp,73271,73347,22
BanhoLamp,74832,75323,22
BanhoLamp,75336,75417,22
BanhoLamp,75585,75590,22
BanhoLamp,233,293,23
BanhoLamp,1767,1854,23
BanhoLamp,2223,2359,23
BanhoLamp,2586,2635,23
BanhoLamp,2891,3605,23
BanhoLamp,9649,9957,23
BanhoLamp,10486,10862,23
BanhoLamp,13600,13764,23
BanhoLamp,15706,15846,23
BanhoLamp,32925,33031,23
BanhoLamp,42976,43231,23
BanhoLamp,43386,43506,23
BanhoLamp,43831,43913,23
BanhoLamp,44097,44751,23
BanhoLamp,44949,45070,23
BanhoLamp,45109,45181,23
BanhoLamp,46318,46435,23
BanhoLamp,47507,47590,23
BanhoLamp,50990,53973,23
BanhoLamp,56342,57064,23
BanhoLamp,57104,57266,23
BanhoLamp,57278,57293,23
BanhoLamp,74156,74674,23
BanhoLamp,82503,82635,23
BanhoLamp,84312,84368,23
BanhoLamp,2,6,24
BanhoLamp,9,28,24
BanhoLamp,6573,6591,24
BanhoLamp,7557,8270,24
BanhoLamp,8833,8994,24
BanhoLamp,9182,9250,24
BanhoLamp,9255,9261,24
BanhoLamp,16416,16706,24
BanhoLamp,19749,19983,24
BanhoLamp,19991,20040,24
BanhoLamp,41143,41169,24
BanhoLamp,41569,41803,24
BanhoLamp,44116,44442,24
BanhoLamp,44619,44647,24
BanhoLamp,50784,53764,24
BanhoLamp,57272,57360,24
BanhoLamp,59288,59370,24
BanhoLamp,64823,65561,24
BanhoLamp,68385,68474,24
BanhoLamp,69395,69408,24
BanhoLamp,71777,71836,24
BanhoLamp,75683,75756,24
BanhoLamp,77840,78366,24
BanhoLamp,80583,80619,24
BanhoLamp,1343,1406,25
BanhoLamp,3309,5110,25
BanhoLamp,5435,5529,25
BanhoLamp,5715,5793,25
BanhoLamp,5814,5838,25
BanhoLamp,5886,5901,25
BanhoLamp,9236,9317,25
BanhoLamp,10002,10120,25
BanhoLamp,10960,11141,25
BanhoLamp,11175,11317,25
BanhoLamp,11434,11751,25
BanhoLamp,23428,23500,25
BanhoLamp,23812,23966,25
BanhoLamp,32061,33878,25
BanhoLamp,33879,33880,25
BanhoLamp,33893,34640,25
BanhoLamp,35197,35199,25
BanhoLamp,35444,35463,25
BanhoLamp,40323,40539,25
BanhoLamp,41025,41234,25
BanhoLamp,41881,42041,25
BanhoLamp,42732,42919,25
BanhoLamp,50941,50989,25
BanhoLamp,51044,51872,25
BanhoLamp,52944,55224,25
BanhoLamp,56556,56602,25
BanhoLamp,57064,57143,25
BanhoLamp,57830,57880,25
BanhoLamp,64416,64541,25
BanhoLamp,76744,76752,25
BanhoLamp,76746,76752,25
BanhoLamp,76879,76898,25
BanhoLamp,77059,77554,25
BanhoLamp,77790,77799,25
BanhoLamp,77940,78000,25
BanhoLamp,82523,82608,25
BanhoLamp,82787,82846,25
BanhoLamp,84202,84264,25
BanhoLamp,1222,1253,26
BanhoLamp,3084,3267,26
BanhoLamp,7085,8654,26
BanhoLamp,10418,10530,26
BanhoLamp,12883,12984,26
BanhoLamp,15252,15315,26
BanhoLamp,18679,18878,26
BanhoLamp,24960,25031,26
BanhoLamp,37706,37726,26
BanhoLamp,38508,39694,26
BanhoLamp,40051,40328,26
BanhoLamp,40518,40639,26
BanhoLamp,40999,41081,26
BanhoLamp,42260,42323,26
BanhoLamp,42894,43121,26
BanhoLamp,45038,45099,26
BanhoLamp,45590,45873,26
BanhoLamp,46547,47173,26
BanhoLamp,50609,50668,26
BanhoLamp,52159,52210,26
BanhoLamp,53094,55761,26
BanhoLamp,55994,57674,26
BanhoLamp,57740,57741,26
BanhoLamp,75291,76021,26
BanhoLamp,79720,79854,26
BanhoLamp,1462,1487,27
BanhoLamp,4655,6704,27
BanhoLamp,8609,8737,27
BanhoLamp,8859,8910,27
BanhoLamp,9921,10099,27
BanhoLamp,13572,13579,27
BanhoLamp,13584,13636,27
BanhoLamp,13646,13731,27
BanhoLamp,17888,18120,27
BanhoLamp,18239,18511,27
BanhoLamp,19099,19372,27
BanhoLamp,22973,23478,27
BanhoLamp,24132,24480,27
BanhoLamp,26158,26187,27
BanhoLamp,32004,32074,27
BanhoLamp,42057,42278,27
BanhoLamp,44216,49817,27
BanhoLamp,51580,52250,27
BanhoLamp,53919,54043,27
BanhoLamp,55501,55577,27
BanhoLamp,56754,56919,27
BanhoLamp,57665,57784,27
BanhoLamp,64882,64961,27
BanhoLamp,70387,71053,27
BanhoLamp,73300,74132,27
BanhoLamp,76702,76741,27
BanhoLamp,83274,83360,27
BanhoLamp,85617,85641,27
BanhoLamp,1464,1798,28
BanhoLamp,3741,4238,28
BanhoLamp,9520,9638,28
BanhoLamp,10157,10371,28
BanhoLamp,19200,19307,28
BanhoLamp,19922,20001,28
BanhoLamp,25820,25977,28
BanhoLamp,34029,34128,28
BanhoLamp,34933,36064,28
BanhoLamp,36391,36669,28
BanhoLamp,37185,37249,28
BanhoLamp,38639,38738,28
BanhoLamp,39956,40045,28
BanhoLamp,44864,46294,28
BanhoLamp,48327,48421,28
BanhoLamp,68886,68941,28
BanhoLamp,68942,68949,28
BanhoLamp,70165,70852,28
BanhoLamp,74078,74167,28
BanhoLamp,78331,79273,28
BanhoLamp,80711,81369,28
BanhoLamp,107,344,29
BanhoLamp,388,499,29
BanhoLamp,7284,7384,29
BanhoLamp,7754,7827,29
BanhoLamp,13237,13379,29
BanhoLamp,17191,17320,29
BanhoLamp,17343,17488,29
BanhoLamp,24117,24188,29
BanhoLamp,45892,46139,29
BanhoLamp,46865,47068,29
BanhoLamp,52144,55318,29
BanhoLamp,56091,56187,29
BanhoLamp,57703,57840,29
BanhoLamp,58462,58535,29
BanhoLamp,62314,62388,29
BanhoLamp,72531,72613,29
BanhoLamp,73134,74405,29
BanhoLamp,74406,74407,29
BanhoLamp,74564,74995,29
BanhoLamp,75475,75584,29
BanhoLamp,75750,76383,29
BanhoLamp,76592,76596,29
BanhoLamp,83205,83298,29
BanhoLamp,85251,85390,29
BanhoLamp,85645,85649,29
BanhoLamp,5574,5917,30
BanhoLamp,6758,6858,30
BanhoLamp,8181,8252,30
BanhoLamp,10645,10767,30
BanhoLamp,13845,14011,30
BanhoLamp,14133,14285,30
BanhoLamp,16286,16359,30
BanhoLamp,31425,31484,30
BanhoLamp,41078,41431,30
BanhoLamp,43047,43048,30
BanhoLamp,47946,48576,30
BanhoLamp,48589,48616,30
BanhoLamp,48832,48846,30
BanhoLamp,50659,50703,30
BanhoLamp,52087,57012,30
BanhoLamp,57577,57745,30
BanhoLamp,57997,58065,30
BanhoLamp,58066,58071,30
BanhoLamp,60737,64080,30
BanhoLamp,75216,75381,30
BanhoLamp,76631,76791,30
BanhoLamp,76823,76939,30
BanhoLamp,77660,77717,30
BanhoLamp,83648,83744,30
BanhoLamp,83846,83994,30
BanhoLamp,84377,84419,30
BanhoLamp,1098,1725,1
BanhoLamp,1811,1816,1
BanhoLamp,6347,6503,1
BanhoLamp,6678,8157,1
BanhoLamp,8589,8662,1
BanhoLamp,8700,8765,1
BanhoLamp,13040,13101,1
BanhoLamp,13193,13272,1
BanhoLamp,15605,15741,1
BanhoLamp,20700,20776,1
BanhoLamp,38177,38402,1
BanhoLamp,38575,38810,1
BanhoLamp,39242,39389,1
BanhoLamp,50478,50594,1
BanhoLamp,51511,54134,1
BanhoLamp,56901,57031,1
BanhoLamp,57719,57989,1
BanhoLamp,59958,60014,1
BanhoLamp,75745,75860,1
BanhoLamp,77243,77866,1
BanhoLamp,80365,80415,1
BanhoLamp,86103,86126,1
BanhoLamp,3510,4966,2
BanhoLamp,6825,7179,2
BanhoLamp,11546,11819,2
BanhoLamp,16961,17028,2
BanhoLamp,27692,27756,2
BanhoLamp,31436,31543,2
BanhoLamp,33437,33728,2
BanhoLamp,44270,44271,2
BanhoLamp,46098,47465,2
BanhoLamp,55095,56804,2
BanhoLamp,56977,57458,2
BanhoLamp,57749,57893,2
BanhoLamp,58254,58316,2
BanhoLamp,58604,59094,2
BanhoLamp,63603,63678,2
BanhoLamp,76788,77375,2
BanhoLamp,77749,78268,2
BanhoLamp,81387,81467,2
BanhoLamp,85769,85857,2
BanhoLamp,2431,2478,3
BanhoLamp,8335,8405,3
BanhoLamp,11902,12170,3
BanhoLamp,15585,15722,3
BanhoLamp,17047,17489,3
BanhoLamp,23049,23159,3
BanhoLamp,41932,42479,3
BanhoLamp,44159,45255,3
BanhoLamp,47116,47182,3
BanhoLamp,47730,47805,3
BanhoLamp,52593,53071,3
BanhoLamp,56427,56535,3
BanhoLamp,56844,57744,3
BanhoLamp,58352,58403,3
BanhoLamp,79933,80479,3
BanhoLamp,81949,82078,3
BanhoLamp,82608,82685,3
BanhoLamp,83151,83306,3
BanhoLamp,1712,1784,4
BanhoLamp,2599,2744,4
BanhoLamp,4166,4238,4
BanhoLamp,4549,5248,4
BanhoLamp,5326,5337,4
BanhoLamp,9286,9309,4
BanhoLamp,11811,12055,4
BanhoLamp,14968,15143,4
BanhoLamp,15300,15455,4
BanhoLamp,15456,15706,4
BanhoLamp,20147,20313,4
BanhoLamp,23757,23881,4
BanhoLamp,28218,28294,4
BanhoLamp,32292,32337,4
BanhoLamp,42495,43052,4
BanhoLamp,44879,45785,4
BanhoLamp,45824,45965,4
BanhoLamp,49393,50321,4
BanhoLamp,52886,53018,4
BanhoLamp,53798,56301,4
BanhoLamp,57261,57328,4
BanhoLamp,57582,57644,4
BanhoLamp,76984,77137,4
BanhoLamp,78160,78222,4
BanhoLamp,79425,80084,4
BanhoLamp,83126,83181,4
BanhoLamp,84242,84323,4
BanhoLamp,1355,1504,5
BanhoLamp,1805,1806,5
BanhoLamp,2660,2714,5
BanhoLamp,6323,6451,5
BanhoLamp,6495,9497,5
BanhoLamp,12867,12983,5
BanhoLamp,13024,13108,5
BanhoLamp,16538,16628,5
BanhoLamp,41630,41631,5
BanhoLamp,43009,43012,5
BanhoLamp,48117,48308,5
BanhoLamp,48376,48443,5
BanhoLamp,53711,55221,5
BanhoLamp,55943,55999,5
BanhoLamp,56877,56971,5
BanhoLamp,58061,58162,5
BanhoLamp,62816,63116,5
BanhoLamp,63564,63664,5
BanhoLamp,68680,70300,5
BanhoLamp,71678,72230,5
BanhoLamp,74018,75041,5
BanhoLamp,75268,75337,5
BanhoLamp,82054,82760,5
BanhoLamp,85284,85371,5
BanhoLamp,138,224,6
BanhoLamp,246,886,6
BanhoLamp,2910,2970,6
BanhoLamp,8412,8535,6
BanhoLamp,9706,9850,6
BanhoLamp,16240,16306,6
BanhoLamp,19832,20011,6
BanhoLamp,20010,20011,6
BanhoLamp,20325,20587,6
BanhoLamp,37622,37736,6
BanhoLamp,38204,38518,6
BanhoLamp,39261,39670,6
BanhoLamp,39739,39741,6
BanhoLamp,45729,46029,6
BanhoLamp,49863,50031,6
BanhoLamp,50135,50198,6
BanhoLamp,55604,55669,6
BanhoLamp,58891,61465,6
BanhoLamp,62161,62248,6
BanhoLamp,62272,62339,6
BanhoLamp,63884,64054,6
BanhoLamp,69112,69942,6
BanhoLamp,72658,72763,6
BanhoLamp,76668,76747,6
BanhoLamp,76761,77846,6
BanhoLamp,81716,81787,6
BanhoLamp,85253,86377,6
BanhoLamp,11993,12182,7
BanhoLamp,12356,12358,7
BanhoLamp,12721,12998,7
BanhoLamp,13148,13227,7
BanhoLamp,15424,15570,7
BanhoLamp,17248,17377,7
BanhoLamp,25232,26214,7
